640,681

Time	B2	B3	B4	B5	C2	C3	C4	C5	D2	D3	D4	D5	E2	E3	E4	E5	F2	F3	F4	F5
30735	1243	3742	2718	3	18312	35470	24645	44961	2692	48864	2671	44976	3640	49164	3162	14312	6	4	2626	10023
30795	1242	3755	2739	2	18308	35487	24501	45294	2699	48936	2714	45261	3638	49323	3217	14271	6	6	2613	10087
30855	1256	3807	2737	2	18262	35500	24370	45259	2730	49004	2644	45175	3632	49263	3183	14447	2	6	2552	9991
30915	1242	3807	2727	3	18441	35246	24553	45249	2717	49047	2735	45272	3613	49176	3194	14414	5	5	2613	9871
30975	1255	3771	2741	10	18312	35384	24576	45206	2703	49332	2660	45102	3642	48960	3220	14320	6	3	2553	9928
31035	1258	3769	2704	5	18309	35383	24464	44718	2738	49110	2701	44960	3679	49073	3192	14366	6	6	2540	10035
31095	1214	3739	2702	7	18220	35322	24636	45221	2695	49112	2692	45077	3653	49458	3184	14215	7	6	2554	10083
31155	1206	3821	2808	7	18186	35398	24729	45005	2694	48846	2711	45012	3619	49328	3265	14396	4	3	2537	9991
31215	1251	3776	2725	6	18179	35631	24475	44809	2724	49285	2705	44914	3643	49342	3220	14272	5	5	2576	9971
31275	1214	3767	2736	8	18397	35505	24345	45152	2813	48930	2685	44740	3632	49148	3240	14542	8	1	2523	9968
31335	1227	3706	2710	13	18160	35221	24445	44964	2650	48870	2685	45186	3652	49418	3183	14385	6	6	2561	9970
31395	1236	3773	2782	4	18224	35385	24624	45165	2681	49132	2644	45089	3653	48980	3237	14471	3	8	2545	9930
31455	1201	3778	2764	6	18195	35534	24544	45004	2721	48927	2735	44953	3694	49509	3222	14211	8	4	2545	9956
31515	1220	3793	2735	7	18404	35290	24506	44955	2732	48908	2744	45027	3642	49345	3220	14319	10	6	2597	9995
31575	1268	3782	2713	9	18134	35105	24525	45170	2675	49031	2665	45073	3718	49142	3191	14413	7	6	2549	10019
31635	1221	3771	2753	7	18143	35164	24570	45288	2760	49445	2699	45290	3607	49117	3288	14421	4	5	2535	10154
31695	1222	3734	2785	9	18236	35509	24540	44939	2686	49044	2678	45194	3613	48986	3203	14349	4	5	2597	9981
31755	1268	3772	2720	6	18297	35296	24599	45106	2715	48745	2666	44836	3640	48987	3250	14296	8	3	2629	9882
31815	1219	3781	2764	7	18120	35539	24425	44964	2739	49129	2688	45398	3656	49086	3257	14422	7	4	2536	10040
31875	1238	3785	2747	8	18116	35323	24638	44909	2719	48799	2715	45327	3643	49262	3227	14257	5	7	2592	10003
31935	1246	3751	2780	4	18219	35488	24445	45180	2682	49128	2698	45276	3641	49255	3201	14447	6	5	2525	10027
31995	1239	3712	2734	7	18293	35403	24767	45210	2691	48583	2703	45115	3730	49329	3233	14518	10	7	2589	10050
32055	1233	3849	2712	5	18014	35394	24378	45143	2751	48849	2701	45104	3624	49252	3229	14243	4	5	2572	9902
32115	1259	3845	2824	8	18246	35658	24584	45045	2677	49001	2743	45234	3626	49199	3202	14428	3	8	2585	9968
32175	1257	3776	2761	7	18092	35234	24532	45136	2728	49126	2761	45581	3698	49305	3185	14453	4	7	2499	10078
32235	1230	3828	2756	11	18216	35504	24541	45110	2729	49248	2695	45206	3649	49103	3234	14418	6	3	2570	10119
32295	1234	3774	2767	5	18226	35631	24713	45330	2701	49242	2763	45231	3616	49102	3170	14475	4	7	2600	10019
32355	1250	3819	2791	5	18108	35345	24469	45131	2725	48619	2649	45070	3678	49042	3195	14279	5	8	2591	9981
32415	1252	3838	2776	7	18195	35395	24583	45247	2717	49190	2746	45287	3688	49164	3246	14479	4	2	2575	9975
32475	1246	3749	2756	6	18151	35350	24507	45103	2725	48696	2694	44997	3688	49142	3225	14477	5	6	2564	9949
32535	1251	3815	2752	7	18329	35358	24608	45268	2713	49037	2741	45159	3652	49350	3264	14374	5	5	2599	10123
32595	1226	3762	2793	8	18220	35079	24483	45254	2759	49147	2668	45171	3747	48857	3245	14451	4	7	2576	10040
32655	1246	3829	2832	5	18319	35531	24574	45077	2804	48930	2758	44889	3628	49207	3259	14387	4	9	2533	10164
32715	1215	3730	2783	6	18268	35359	24437	45221	2735	49354	2760	44886	3675	49392	3183	14516	7	7	2638	9989
32775	1254	3800	2765	7	18106	35681	24509	45087	2758	49213	2682	44847	3585	49144	3330	14368	6	7	2581	9920
32835	1244	3878	2768	6	18225	35590	24434	45183	2735	49286	2683	45202	3682	49139	3202	14429	7	8	2632	10098
32895	1227	3722	2751	5	18272	35332	24465	45338	2720	48368	2710	45258	3753	49247	3302	14438	3	5	2602	10086
32955	1245	3791	2784	4	18163	35442	24639	45007	2699	48705	2710	45261	3642	49062	3243	14222	3	4	2618	10058
33015	1253	3717	2783	8	18267	35610	24731	45203	2775	48862	2689	45108	3681	49230	3254	14370	6	3	2536	10057
33075	1264	3858	2756	5	18265	35413	24712	45077	2765	49292	2736	45040	3672	49178	3188	14477	6	5	2648	10043
33135	1236	3838	2705	7	18344	35463	24494	44973	2767	49123	2687	44925	3671	49396	3272	14555	5	7	2621	10071
33195	1281	3819	2779	2	18198	35597	24529	45193	2720	49284	2691	45404	3710	49199	3246	14471	6	6	2589	10075
33255	1259	3805	2839	9	18408	35439	24560	45049	2740	48574	2749	45340	3603	49449	3265	14296	5	3	2540	10060
33315	1245	3778	2749	8	18379	35244	24563	44891	2670	48949	2678	44817	3671	49045	3247	14254	7	5	2579	9981
33375	1262	3711	2799	7	18263	35469	24556	45276	2773	49258	2759	45120	3704	49189	3233	14436	9	6	2594	10022
33435	1272	3881	2791	4	18408	35323	24739	45209	2735	49028	2746	45018	3638	49285	3216	14352	6	5	2563	10094
33495	1267	3816	2754	9	18335	35334	24622	45262	2700	49465	2743	45446	3685	49072	3255	14424	8	8	2593	10093
33555	1297	3779	2832	7	18200	35698	24521	44776	2710	49246	2773	45001	3651	49288	3214	14335	5	4	2629	10157
33615	1272	3843	2782	4	18274	35325	24764	44956	2748	49116	2730	45171	3743	49189	3214	14479	4	5	2582	10025
33675	1247	3786	2761	6	18414	35245	24548	45022	2770	49263	2719	45011	3709	49333	3172	14317	6	8	2602	10084
33735	1293	3837	2732	5	18180	35572	24499	44838	2740	49125	2784	44990	3648	49509	3214	14403	5	6	2589	9987
33795	1290	3780	2772	7	18279	35542	24446	45006	2710	49040	2774	45065	3702	49033	3288	14488	6	5	2625	10118
33855	1284	3812	2800	8	18367	35339	24677	45091	2704	49053	2683	45212	3678	49272	3282	14421	6	10	2649	10056
33915	1243	3836	2776	9	18210	35409	24602	45026	2690	49031	2759	45183	3724	49146	3192	14530	4	9	2614	10076
33975	1247	3779	2755	5	18245	35446	24399	45004	2796	48991	2654	45085	3722	48972	3224	14473	7	8	2602	10097
34035	1243	3808	2787	4	18100	35839	24637	45095	2736	49149	2758	45303	3662	49392	3242	14583	5	3	2600	10115
34095	1247	3867	2773	8	18127	35366	24547	45059	2698	49162	2694	45163	3646	49136	3232	14553	7	9	2631	10138
34155	1256	3818	2787	9	18125	35649	24567	45145	2728	49391	2709	45174	3696	49257	3285	14509	4	2	2559	10041
34215	1236	3779	2772	5	18218	35443	24691	45147	2729	49257	2727	45314	3717	49322	3210	14285	8	4	2642	10073
34275	1249	3823	2796	2	18285	35259	24677	45033	2736	49033	2741	45261	3705	49599	3203	14500	5	8	2634	10049
36551	51089	49732	48768	7	52835	56681	53848	59702	48133	61667	45245	59185	45507	61809	44557	48781	6	7	43515	47125
36611	51096	50261	49111	6	52090	56093	53858	59136	48087	60581	45880	58575	46052	60854	45519	49300	8	9	44400	47850
36671	51055	50075	49054	8	52181	55216	53376	58397	48318	59911	46363	57511	46054	60025	45964	49323	4	4	45341	47608
36731	50642	49967	48725	6	51385	54831	53434	57833	48185	58927	46291	56754	45928	58765	46102	48991	6	5	45430	47864
36791	50108	49529	48227	8	51236	54469	52895	56635	48108	58627	45378	55807	45979	58183	46144	48835	10	5	45272	47433
36851	50437	49662	47844	6	51178	53914	52429	55862	47898	57515	45670	55060	45769	56941	45842	48448	7	5	45280	47022
36911	49504	49162	47946	6	50406	53378	51936	55226	47452	56234	45544	54587	45146	56613	45838	48525	6	5	44937	46932
36971	49638	48921	47437	9	49867	53002	51547	54461	46879	56128	45256	54036	44890	55753	45775	47877	6	7	45190	46722
37031	48958	48269	47053	4	49830	52646	51114	53827	46927	55128	44563	53218	44848	55105	45488	47908	7	3	44502	46076
37091	48814	47820	46892	7	49405	51800	50811	53404	46565	54327	44081	52787	44277	54264	44862	47368	6	3	44123	46242
37151	48583	47573	46681	8	49000	51384	50314	52688	45896	54273	44214	52252	43804	53518	44675	46973	6	8	44028	45520
37211	48355	47612	46357	7	48929	50933	49753	52507	45518	53502	43820	51722	44026	53212	44501	46819	7	4	43936	45638
37271	47961	47036	46215	4	48060	50669	50029	52284	45314	53260	43833	51418	43513	52668	44026	46536	4	7	43572	45437
37331	47919	47129	45855	5	48029	50433	49591	51579	45489	52731	43683	51085	43389	52634	44065	46163	4	8	43146	45218
37391	47511	46999	45694	6	47888	50134	49249	51552	44959	52533	42923	50730	42924	52228	43751	45795	5	5	43035	44789
37451	47503	46376	45399	5	47255	49662	48921	51186	44765	51861	42931	50350	42857	51742	43398	45612	7	8	42814	44304
37511	47351	46124	45281	6	47569	49396	48667	50777	44570	51519	42790	49803	43116	51569	43170	45171	6	4	42632	43982
37571	47056	46386	44830	6	47137	49160	48316	50947	44413	51526	42455	49677	42452	51127	43119	45118	7	8	42454	44361
37631	46675	45898	45180	6	47057	49287	48313	50162	44021	51316	42112	49452	42807	50980	42894	44998	7	5	42368	44002
37691	46783	46017	44957	7	47144	48702	47936	49898	44359	50998	42092	49156	42456	50716	42902	44878	9	4	42131	43702
37751	46709	45910	44317	5	46751	48568	47815	49749	43906	50649	41876	48837	42286	50138	42641	44733	3	4	41959	43577
37811	46619	45547	44680	8	46579	48620	47671	49294	43602	50664	41761	48795	41970	50286	42334	44779	9	8	41801	43357
37871	46712	45769	44417	6	46054	48407	47401	49679	43660	50268	41708	48811	42209	50358	41890	44470	10	3	42223	43197
37931	46393	45679	44179	8	46059	48292	47566	49128	43757	49999	41912	48554	42097	50036	42273	44612	1	6	41685	43504
37991	46314	45444	44265	6	46450	48143	47466	49478	43815	50344	41502	48100	41805	50030	41963	43899	2	5	41696	43226
38051	46268	45230	44134	6	46295	48216	47439	49367	43257	49871	41393	48364	41689	49798	41965	44286	5	5	41512	42965
38111	46253	45347	44254	7	46111	48055	47203	49266	43652	49554	41501	48486	41751	49579	42005	44116	6	6	41723	43024
38171	46104	44961	44276	5	46158	47776	47209	49238	43438	49555	41385	48112	41497	49400	42235	43823	5	6	41676	42849
38231	45856	45102	44229	7	45738	47521	47012	48983	43480	49597	41350	47940	41943	49322	41839	43698	8	5	41108	42806
38291	45922	45254	44167	10	45526	47412	46723	48723	43389	49152	41193	47961	41749	49444	41806	43844	3	8	41680	42688
38351	46000	44754	44202	2	45648	47533	46762	48985	43154	49323	41147	47737	41602	48996	41851	43663	6	5	41414	42638
38411	45836	44937	43894	5	45888	47479	47078	48828	43316	49085	41145	47778	41520	48856	41783	43900	4	3	41193	42624
38471	46152	45052	43948	5	45749	47359	46762	48697	43172	49349	41292	47829	41564	49138	41408	43680	8	4	41310	42275
38531	45821	44994	44040	6	45536	47242	46778	48767	43168	48986	41328	47605	41343	48683	41570	43621	6	4	41235	42819
38591	46029	45043	44035	4	45974	47555	46973	48648	43332	49438	41106	47676	41520	49110	41234	43573	4	4	40865	42736
38651	45724	44990	43939	6	45612	47237	47061	48682	42908	48951	40958	47805	41464	48832	41584	43535	6	8	41277	42282
38711	46017	44760	43629	8	45855	47248	46586	48789	43326	48862	40955	47687	41609	48724	41734	43360	9	9	41145	42525
38771	45933	44687	43914	6	45503	47067	46856	48429	42862	49314	40933	47511	41488	48750	41457	43401	4	4	40930	42718
38831	45659	44822	43549	8	45775	47233	46657	48378	43247	48693	41037	47617	41666	49098	41654	43618	3	7	41238	42774
38891	45683	44577	44209	6	45648	47181	46692	48578	42982	48899	41122	47483	41477	48919	41725	43335	9	3	40918	42246
38951	45662	44972	43829	7	45420	47417	46714	48305	42707	48907	40792	47542	41236	48828	41326	43585	7	6	41332	42630
39011	45765	44577	43841	8	45658	47174	46899	48617	43113	48895	40687	47383	41452	48717	41455	43601	5	4	41117	42477
39071	45597	44921	43966	8	45632	47446	46377	48451	42781	48893	40888	47439	41436	48862	41466	43067	9	6	40984	42615
39131	45858	44703	43397	6	45492	47346	46449	48324	43017	49039	40908	47679	41532	48911	41467	43531	5	6	41076	42442
39191	45717	44818	43826	5	45773	47162	46705	48522	42931	48982	40760	47390	41364	48533	41302	43556	6	4	41070	42421
39251	45727	44583	43657	7	45664	47129	46524	48455	42877	48662	40935	47153	41222	48455	41605	43401	9	3	41246	42654
39311	45640	44903	43915	6	45622	47097	46365	48711	42919	48529	41134	47363	41499	48502	41660	43280	4	5	41153	42379
39371	45887	44912	44106	8	45595	47039	46693	48064	42708	48470	41073	47378	41196	48739	41374	43667	4	5	41388	42715
39431	45713	44675	43877	3	45397	47248	46363	48390	42811	48722	41084	47336	41575	48320	41283	43663	6	7	40989	42669
39491	45718	44579	43763	8	45645	47264	46585	48431	43104	48476	40862	47292	41250	48605	41281	43408	9	6	41114	42545
39551	46268	44807	43911	9	45640	47143	46255	48390	43134	48650	40899	47510	41149	48755	41508	43412	7	8	41034	42415
39611	45552	44660	44062	7	45649	47074	46781	48541	42903	49015	41047	47764	41591	48545	41512	43336	5	0	41107	42782
39671	46054	44759	43874	5	45005	46888	46626	48676	42921	48555	40759	47206	41335	48543	41508	43336	6	5	40898	42448
39731	45801	44536	44104	7	45283	47056	46600	48399	43034	48745	41055	47525	41501	48694	41526	43521	6	4	41062	42519
39791	45838	44787	43612	11	45166	47133	46388	48493	43177	48614	41020	47586	41365	48588	41423	43532	5	6	41186	42806
39851	45739	44507	43866	9	45131	47095	46439	48292	42797	48775	40908	47511	41422	48562	41143	43164	7	8	41165	42784
39911	45612	44623	43813	9	44899	46807	46415	48181	42435	48480	41041	47391	41339	48907	41487	43215	2	4	41169	42346
39971	45962	44945	43962	9	44819	47111	46705	48568	42839	48883	40953	47476	41166	48568	41527	43521	8	5	41254	42267
40031	46075	44646	43672	3	45285	46975	46898	48269	42897	48620	40989	47071	41426	48746	41178	43527	3	3	41085	42742
40091	46031	44840	43938	4	45451	46961	46723	48736	42762	48440	40892	47390	41470	48612	41358	43526	6	6	41048	42674
40151	46012	44708	43594	5	45048	46938	46279	48297	43052	48807	40826	47267	41389	48353	41246	43645	5	3	41129	42588
40211	45760	44653	43685	7	44920	47039	46509	48304	43002	48739	40822	47173	41310	48429	41240	43348	7	6	41285	42580
40271	45546	44692	43700	4	45245	46814	46377	48419	42976	48534	40954	47164	41495	48688	41455	43569	8	2	40789	42693
40331	45892	44761	43846	6	45355	47053	46391	48019	42987	48474	40908	47199	41484	48492	41669	43010	5	6	41248	42606
40391	45611	44753	43954	6	45141	46896	46460	48265	42868	48543	40906	47273	41523	48814	41483	43303	9	9	41137	42657
40451	45870	44765	43931	7	45316	47143	46302	48035	43150	48518	41054	47209	41413	48249	41261	43830	7	5	41287	42497
40511	45791	44514	44043	6	45454	47233	46657	48130	42745	48527	41001	47333	41624	48683	41484	43526	5	2	41162	42544
40571	45875	44742	43718	6	45372	47061	46576	48324	42824	48789	40779	47183	41384	48684	41326	43367	3	6	41144	42704
40631	45637	44796	44157	8	45505	46784	46760	48532	42903	48838	40845	47164	41315	48547	41605	43410	6	5	41159	42515
40691	45903	44833	43920	2	45073	46799	46648	48492	42933	48382	40924	47230	41410	48390	41786	43565	3	6	41058	42707
40751	45784	45061	43862	6	44779	47128	46057	48403	42734	48765	41079	47173	41217	48569	41448	43427	8	6	41175	42543
40811	45907	44967	44151	10	45172	47104	46588	48366	43033	48580	40978	47243	41642	48846	41522	43414	7	6	41304	42435
40871	46143	44684	43726	4	45315	47181	46183	48553	43127	48786	41095	47589	41702	48542	41620	43575	5	0	41142	42792
40931	45611	45076	44271	4	45055	46934	46458	47998	42890	48542	40943	47105	41985	48262	41633	43731	4	6	41143	42833
40991	45815	44925	43802	9	45099	47114	46834	48170	42887	48256	41011	47201	41683	48633	41535	43760	5	7	41132	42960
41051	45779	44686	44216	5	45585	47443	46416	48531	43400	48724	41094	47384	41595	48689	41551	43620	3	6	41433	42679
41111	45883	44970	43884	8	45322	47060	46719	48242	42957	48858	41096	47155	41449	48579	41409	43632	2	5	41035	42419
41171	45850	44791	43999	6	45084	47375	46654	48254	42926	48702	40820	47179	41218	48762	41668	43647	5	6	41234	42558
41231	45624	44797	43992	6	45191	47070	46753	48377	42969	48767	41251	47549	41308	48462	41628	43290	7	9	41237	42811
41291	45930	44796	43885	9	45430	47083	46281	48263	43021	48671	40871	47186	41737	48236	41489	43671	8	7	41428	42702
41351	45913	44865	43991	4	45544	47239	46456	48596	43333	48005	41018	47283	41689	48470	41434	43501	4	5	41380	42711
41411	45918	45154	43850	6	45359	46752	46377	48330	43030	48381	41385	47378	41626	48366	41562	43483	3	3	41179	42496
41471	46026	44907	44019	3	45483	47130	46613	48463	42998	48706	41006	47388	41460	48463	41709	43557	5	3	41229	42955
41531	46022	44761	44022	3	45123	47049	46284	48262	43012	48893	40975	47429	41750	48715	41485	43334	4	6	41378	42608
41591	46207	44845	44108	8	45345	47138	46739	48307	43076	48628	41214	47167	41528	48859	41763	43363	3	2	40993	42466
41651	45693	45075	43875	8	45239	47294	46310	48306	42958	48578	41153	47395	41658	48625	41361	43481	5	8	41334	42831
41711	45660	44801	44110	5	45198	47253	46731	48188	43259	48649	41114	47461	41585	48648	41677	43586	6	5	41182	43056
41771	46010	45074	44065	5	45048	47061	46591	48317	42869	48538	41309	47322	41419	48499	41703	43432	4	4	41383	42789
41831	46311	44944	44350	6	45222	47272	46831	48373	42875	48829	41227	47169	41560	48505	41784	43720	5	3	41365	42542
41891	46174	44849	43989	3	45189	47078	46428	48388	43254	48803	41028	47431	41566	48665	41828	43514	7	6	41723	43064
41951	45970	45301	44368	5	45256	47203	46994	48248	42941	49102	41249	47360	41718	48513	41909	43509	2	4	41373	42553
42011	46202	45133	44274	5	45111	47014	46625	48437	42946	48703	41267	47017	41734	48544	41743	43993	5	4	41683	43011
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				
0																				

