Time	H2	H3	H4	H5	I2	I3	I4	I5	J2	J3	J4	J5	K2	K3	K4	K5	L2	L3	L4	L5	M2	M3	M4	M5
26219	39333	41928	41792	45847	10736	6835	42195	8815	4357	3752	8151	1369	38354	35710	38522	40729	17480	10621	19284	15514	6079	4719	5887	9
26279	39358	41774	42017	45993	10733	6776	42310	8881	4332	3883	8169	1382	38040	35488	38464	40823	17556	10761	19488	15666	6170	4718	6001	11
26339	39106	42023	41879	45845	10720	6868	42277	8917	4280	3876	8238	1412	38235	35623	38542	40888	17671	10793	19318	15437	6115	4678	5883	13
26399	39131	41910	41740	45696	10767	6850	42218	8908	4373	3910	8190	1359	38168	35530	38393	40656	17781	10716	19327	15476	6121	4809	5913	14
26459	39122	41704	41839	45828	10699	6869	42175	8935	4360	3823	8216	1375	38224	35573	38361	41002	17613	10654	19298	15639	6092	4787	5907	14
26519	39225	41893	42059	45829	10731	6971	42190	9029	4311	3796	8257	1369	38141	35640	38537	40861	17579	10674	19437	15517	6076	4833	5964	14
26579	38897	41851	41904	45611	10755	6947	42264	9020	4336	3865	8238	1392	38122	35571	38474	41017	17643	10727	19463	15731	6147	4842	5986	13
26639	39308	41882	41656	45994	10686	6927	42216	9064	4297	3840	8247	1396	38466	35596	38427	40880	17869	10708	19412	15715	6164	4833	5915	12
26699	39523	42221	41877	45712	10852	6927	42322	9024	4332	3934	8224	1411	38265	35880	38420	40909	17782	10806	19540	15645	6159	4924	5970	12
26759	39285	42069	41749	46088	10779	6918	42436	9128	4313	3888	8370	1388	38360	35628	38337	41052	17772	10766	19417	15709	6176	4867	6010	9
26819	39105	41466	41666	45832	10813	7008	42490	8982	4334	3848	8484	1391	38153	35753	38309	40954	17716	10829	19800	15834	6118	4805	6017	11
26879	39454	41900	42009	45700	10846	6893	42397	9070	4342	3920	8333	1390	38279	35560	38419	40908	17801	10747	19696	15734	6155	4801	6034	17
26939	39317	42141	41824	46131	10732	6899	42366	9261	4343	3878	8378	1401	38334	35822	38392	40894	17847	10769	19773	15744	6169	4881	5990	16
26999	39230	41683	42047	46018	10779	7017	42413	9224	4382	3915	8404	1353	38283	35889	38353	41140	17941	10917	19692	15811	6207	4910	6055	12
27059	39274	41969	41745	46012	10931	7005	42449	9154	4386	3875	8463	1378	38483	35573	38628	41003	17987	10898	19782	15843	6268	4907	5988	15
27119	39192	42032	41705	45881	10824	6992	42475	9254	4373	3843	8401	1395	38477	35859	38353	40798	17975	11008	19788	15987	6165	4952	6045	16
27179	39240	41802	41671	45850	10711	6886	42591	9205	4397	3944	8586	1358	38103	35755	38418	40679	17931	10838	19749	15917	6122	4931	6094	19
27239	39345	41763	41778	46065	10761	7018	42352	9283	4442	3961	8566	1416	38238	35736	38510	41091	18162	10911	19805	16042	6252	5005	6084	14
27299	39490	42269	41919	46017	10852	7062	42679	9324	4400	3909	8552	1386	38530	35959	38361	40930	18120	10958	19884	15918	6313	5017	6006	15
27359	39206	41905	42121	46028	10883	7035	42750	9369	4470	3944	8546	1420	38149	35724	38570	41020	18124	10997	20050	16069	6247	4970	6009	18
27419	39101	41830	41641	46100	10834	6899	42560	9297	4406	3948	8501	1461	38385	35677	38212	41065	17996	10944	20137	15940	6279	4980	6087	16
27479	39287	41761	41726	46032	10798	6989	42649	9429	4280	3912	8498	1421	38233	35730	38295	41153	18062	10945	20040	16194	6240	5045	6091	9
27539	39134	41810	41930	45976	10796	6962	42485	9412	4416	3985	8478	1451	38323	35872	38270	40982	18277	11026	20120	16026	6224	4985	5933	18
27599	39227	41889	41710	46056	10774	6992	42731	9481	4427	3887	8626	1422	38266	35594	38437	40981	18179	11122	20128	16051	6232	4986	6052	18
27659	39261	42088	41760	45870	10853	6942	42796	9394	4395	3945	8565	1432	38270	35717	38085	40621	18274	11010	20196	16113	6230	4960	6078	18
27719	39232	41871	41958	45774	10911	7014	42757	9501	4439	3953	8782	1412	38229	35879	38612	40948	18172	11083	20128	16120	6244	5070	6060	14
27779	39096	41767	41843	45852	10878	7056	42938	9579	4432	3931	8643	1415	38377	36031	38317	40858	18232	11163	20201	16279	6401	5096	6095	14
27839	39074	41806	41857	45851	10840	6886	42932	9552	4460	3923	8632	1440	38407	35780	38475	40793	18335	11043	20123	16242	6302	5031	6146	16
27899	39256	41775	41744	46032	10807	7098	42674	9445	4393	3916	8786	1465	38263	35910	38582	41103	18339	11150	20335	15994	6350	5089	6104	15
27959	39340	41929	41717	46203	10767	6969	42965	9538	4375	3975	8754	1418	38143	35786	38385	41092	18416	11127	20473	16253	6233	5021	6048	13
28019	39014	41986	42000	46222	10895	7077	42843	9542	4494	3940	8790	1430	38602	36024	38415	40893	18469	11129	20418	16323	6355	5127	6121	17
28079	39104	41825	41763	45816	10931	7066	42932	9644	4447	3970	8721	1399	38436	35981	38613	40739	18540	11129	20217	16338	6398	5146	6195	20
28139	39288	42079	41793	45854	10960	7023	42848	9639	4435	3979	8864	1466	38334	36224	38239	41002	18495	11199	20352	16254	6338	5143	6178	18
28199	39375	41922	41946	45953	10873	7048	43095	9725	4502	4003	8790	1431	38240	35810	38408	40709	18519	11273	20422	16282	6315	5045	6158	18
28259	39117	41819	41677	45934	10868	7050	42816	9752	4466	3943	8808	1415	38214	35961	38454	40934	18563	11260	20536	16397	6390	5133	6184	19
28319	39256	41629	41828	45735	10907	7017	43115	9733	4499	3945	8781	1431	38304	36025	38429	40944	18572	11256	20514	16350	6432	5203	6152	20
28379	39590	41681	41857	46059	10882	7073	42856	9761	4475	3975	8860	1412	38333	36155	38433	41010	18570	11314	20448	16414	6415	5159	6197	17
28439	39200	41856	41886	45843	10837	7082	43312	9687	4398	4015	8915	1410	38207	36088	38323	40748	18650	11193	20480	16582	6406	5209	6237	17
28499	39195	41962	41679	45926	10760	7037	42787	9722	4463	3953	8880	1461	38345	35988	38529	40963	18746	11265	20560	16400	6411	5143	6125	18
28559	39453	41622	41980	46129	10908	7064	43034	9868	4531	4004	8960	1409	38363	36080	38542	41038	18650	11302	20722	16450	6430	5182	6247	22
28619	39305	42056	41509	45988	10843	7083	42864	9841	4434	4008	8927	1441	38245	36153	38311	41002	18635	11458	20616	16770	6410	5234	6257	24
28679	39115	41932	41950	46139	10889	7161	43009	9780	4412	4015	9028	1417	38132	36021	38557	40766	18750	11375	20795	16472	6433	5263	6233	16
28739	39152	41884	41902	45757	10950	7026	42772	9816	4472	3951	8946	1444	38214	35941	38387	41018	18810	11348	20673	16639	6477	5273	6203	16
28799	39256	41851	41744	46186	10912	7083	43169	9932	4504	4030	9063	1407	38165	35971	38549	41134	18673	11321	20766	16650	6517	5208	6183	24
28859	39089	41814	41988	45982	10951	7059	42917	9958	4390	3937	8975	1374	38426	36176	38369	40950	18875	11451	20633	16706	6442	5310	6259	21
28919	39149	41983	41775	46141	11030	7092	43153	10057	4483	3964	9111	1443	38244	36183	38249	40978	18889	11443	20868	16647	6501	5346	6249	24
28979	39207	41679	41933	45795	10988	6996	43085	9902	4438	3952	9081	1388	38321	36182	38375	40958	18945	11428	20864	16672	6493	5261	6237	20
29039	39132	42065	41813	46224	10920	7043	43050	10018	4456	4079	9025	1434	38263	36110	38491	41214	18826	11469	20945	16503	6580	5317	6296	24
29099	39269	41846	41656	46128	10950	7041	43016	9961	4469	3982	9115	1426	38384	36009	38223	41087	18967	11399	20796	16823	6536	5356	6237	26
29159	39075	41701	41443	45932	10976	7101	43099	9955	4446	3986	9168	1445	38140	36134	38337	40823	19114	11569	20880	16853	6553	5272	6293	22
29219	39156	42110	41491	46009	10948	7018	43086	10000	4516	4035	9159	1440	38408	36356	38480	40978	19022	11560	20963	16674	6524	5327	6304	27
29279	38996	41938	42388	46155	11006	6969	43058	10135	4541	4059	9073	1407	38513	35832	38489	40848	19011	11576	21003	16960	6457	5253	6269	19
29339	39273	41792	41726	46169	10921	7120	43148	10052	4483	4037	9119	1457	38320	35960	38342	40899	19051	11475	20902	16740	6561	5403	6269	17
29399	39170	41693	41837	45785	11038	7082	43167	10133	4496	3966	9277	1439	38347	36215	38462	41005	19142	11660	21018	17078	6514	5314	6328	18
29459	39028	42059	41846	45914	10975	7064	43030	10172	4434	4055	9243	1449	38349	36247	38446	41012	19092	11583	21225	17044	6500	5375	6314	30
29519	39120	41788	41667	45918	11012	7081	43196	10050	4500	4082	9336	1483	38266	35987	38358	40989	19157	11503	21183	16947	6574	5318	6310	30
29579	39345	41838	41862	45700	11011	7084	42846	10246	4434	4025	9251	1395	38176	36380	38187	41022	19176	11587	20927	16918	6565	5455	6362	28
29639	39426	41913	41636	46151	11033	7066	43222	10248	4471	4035	9280	1456	38308	36103	38405	40958	19178	11756	21216	16882	6587	5401	6361	26
29699	39273	41981	42126	46006	11046	7145	43065	10231	4500	4037	9304	1460	38246	36232	38326	40929	19152	11599	21268	16913	6644	5435	6296	23
29759	39221	41691	41857	46276	11050	7129	43368	10252	4478	4076	9374	1451	38292	36149	38524	40875	19208	11757	21276	17008	6577	5477	6393	24
29819	39019	41762	41848	45812	10991	7109	43188	10230	4484	3972	9279	1472	38468	36305	38531	41024	19271	11661	21337	16978	6691	5414	6315	29
29879	38852	41947	41976	45992	10981	7119	43531	10248	4487	3964	9269	1458	38487	36325	38257	40934	19443	11671	21296	17038	6585	5455	6349	27
29939	39239	41839	41875	46015	11079	7063	43156	10123	4487	3994	9290	1441	38211	36002	38380	40766	19232	11707	21380	17183	6561	5454	6378	30
29999	39210	41840	41879	45774	10857	7063	43324	10211	4578	4041	9249	1427	38459	36185	38228	40647	19424	11662	21312	17151	6707	5466	6462	33
30059	39284	41948	42034	46273	11104	7109	43265	10387	4476	4042	9299	1449	38153	35868	38500	41162	19336	11780	21498	17120	6702	5545	6345	31
30119	39274	41979	41534	45891	11010	7115	43253	10324	4486	4054	9440	1459	38286	36462	38394	40990	19278	11778	21407	17068	6607	5542	6368	36
30179	39150	41911	41777	45709	11108	7150	43349	10386	4508	4052	9455	1461	38291	36337	38413	40943	19328	11650	21489	17048	6661	5479	6332	31
30239	39012	41920	41818	46092	10990	7216	43430	10449	4482	4082	9460	1468	38249	36347	38543	40901	19544	11893	21523	17167	6678	5551	6309	34
30299	39374	41795	41956	45758	11081	7172	43232	10430	4530	4079	9495	1475	38319	36121	38492	40737	19506	11765	21656	17307	6626	5505	6374	30
30359	39178	42055	41614	45815	11082	7117	43401	10464	4491	4061	9510	1443	38193	36567	38544	40904	19497	11810	21558	17175	6595	5567	6399	32
30419	39184	41623	41742	45878	10944	7124	43274	10450	4593	4075	9564	1485	38130	36259	38573	40992	19440	11813	21619	17204	6593	5566	6443	38
30479	39526	41949	41828	45864	11089	7133	43274	10464	4484	4014	9495	1457	38412	36248	38137	40895	19595	11904	21657	17268	6701	5600	6378	38
30539	39272	41773	41606	45615	11067	7166	43514	10422	4560	3995	9480	1459	38256	36360	38213	40861	19552	11918	21621	17316	6711	5618	6411	41
30599	39266	42017	42036	45834	11131	7133	43100	10503	4501	4137	9513	1462	38324	36312	38326	41103	19430	12050	21559	17259	6754	5612	6447	42
30659	39380	42257	41838	46119	10954	7199	43294	10758	4556	4071	9561	1456	38305	36497	38612	41194	19427	11842	21620	17261	6734	5640	6396	41
30719	39187	42085	41899	45990	10888	7108	43241	10582	4564	4087	9608	1501	38229	36547	38363	41047	19584	11887	21599	17498	6760	5652	6449	46
30779	39228	42050	41742	45747	11095	7167	43406	10620	4568	4116	9530	1497	38402	36586	38834	40836	19710	11945	21994	17359	6658	5625	6398	42
30839	39136	41693	41797	46102	11108	7178	43531	10615	4512	4013	9576	1500	38568	36151	38396	40818	19686	11917	21862	17500	6754	5593	6427	39
30899	39319	41925	41986	46125	11110	7155	43516	10623	4570	4076	9636	1488	38381	36412	38442	40879	19854	11942	21750	17300	6707	5678	6435	52
30959	39317	41790	41740	45770	10970	7197	43260	10608	4537	4068	9618	1439	38459	36226	38301	40838	19834	11999	21903	17450	6751	5663	6459	44
31019	39130	41527	41843	45940	11059	7142	43144	10745	4504	4002	9656	1461	38098	36549	38334	41027	19705	12012	21873	17477	6746	5683	6487	49
31079	39098	41903	41795	45925	11025	7175	43309	10632	4566	4103	9683	1470	38254	35924	38306	41006	19880	12028	21954	17569	6701	5690	6454	51
31139	39449	41939	42040	45861	11119	7134	43461	10631	4517	4096	9737	1467	38430	36263	38355	41047	19760	11881	21995	17471	6784	5748	6479	58
31199	39259	41948	41864	45787	11028	7199	43347	10879	4530	4106	9684	1469	38185	36417	38427	40965	19853	11913	21845	17540	6849	5745	6406	51
31259	39222	42062	41850	45943	11029	7157	43220	10700	4612	4117	9702	1501	38445	36127	38268	40832	19745	11972	22008	17676	6793	5714	6485	55
31319	39575	41937	41608	46296	11077	7088	43514	10757	4602	4070	9676	1487	38057	36600	38549	40942	19887	12210	21975	17586	6784	5721	6440	59
31379	39192	41935	41810	46152	11023	7123	43551	10914	4572	4025	9650	1498	38488	36180	38271	40893	19916	12145	22064	17734	6803	5720	6458	56
31439	39149	41789	41846	45942	11042	7202	43567	10859	4568	4024	9737	1496	37995	36624	38410	41036	20038	12117	22046	17526	6789	5663	6457	63
31499	39518	41852	41681	46044	11210	7196	43329	10819	4565	4114	9813	1515	38470	36485	38361	40537	19947	12091	21984	17783	6779	5807	6463	70
31559	39023	41905	42052	46144	11111	7216	43427	10964	4639	4072	9810	1482	38216	36473	38388	40933	19849	12087	21905	17751	6833	5744	6561	73
31619	39193	42279	41671	46103	11076	7216	43379	10759	4567	4085	9754	1533	38301	36472	38469	40914	20027	12226	22005	17714	6714	5869	6543	70
31679	38941	41857	41729	46167	11135	7130	43602	10927	4567	4082	9829	1503	38262	36746	38243	40722	19916	12118	22114	17728	6846	5811	6477	71
31739	39579	41757	41957	45871	11110	7224	43695	10922	4578	4040	9861	1498	38405	36325	38500	41075	20034	12126	22376	17709	6786	5871	6516	74
31799	39417	41976	42000	45736	11197	7141	43535	10973	4552	4196	9927	1473	38212	36507	38224	40970	20013	12206	22219	17611	6840	5884	6616	70
31859	38798	41849	41895	46174	11070	7134	43571	10853	4588	4062	9825	1481	38477	36151	38385	40707	20206	12066	22081	17778	6796	5935	6473	74
31919	39309	41773	41896	45966	11097	7213	43310	10943	4609	4118	9839	1418	38237	36424	38397	40767	20373	12337	22075	17746	6743	5891	6520	81
31979	39384	41769	42072	45619	11035	7069	43793	11064	4479	4019	9856	1496	38223	36573	38391	41153	20321	12265	22183	17911	6774	5875	6486	72
32039	39162	41777	41600	45981	11176	7168	43275	10987	4548	4065	9948	1503	38357	36521	38282	40736	20073	12280	22060	17880	6937	5845	6584	93
32099	39367	42024	41791	45996	10918	7197	43702	11038	4620	4152	10080	1519	38130	36508	38451	40842	20187	12204	22673	17917	6883	5759	6531	85
32159	39109	41951	41774	46106	11078	7156	43600	11123	4626	4143	9738	1486	38376	36465	38291	40886	20122	12293	22498	17929	6924	5857	6511	80
32219	38918	41630	41625	45706	11196	7192	43435	11077	4628	4109	9937	1505	38044	36372	38153	40995	20390	12324	22419	18060	6816	6091	6561	87
32279	38938	41626	41828	46176	11178	7082	43470	11119	4642	4089	10033	1492	38336	36527	38445	40897	20288	12430	22335	17917	6852	5899	6548	82
32339	38971	42011	41591	45945	11181	7210	43555	11096	4555	4089	10001	1479	38258	36628	38679	40987	20328	12145	22467	18112	6856	5996	6540	87
32399	39009	41603	41552	45729	11241	7249	43802	11133	4596	4167	10042	1458	38059	36427	38585	40965	20425	12329	22518	18033	6897	5910	6564	96
32459	39268	41874	41879	45920	11047	7137	43788	11174	4553	4073	10026	1488	38221	36476	38450	40965	20341	12257	22649	18024	6922	6001	6622	85
32519	39288	41788	41921	45838	11074	7147	43432	11219	4595	4057	9989	1488	38369	36460	38463	41061	20378	12285	22674	17988	7007	5937	6683	103
32579	39351	41564	41762	45694	11197	7264	43474	11279	4558	4047	9976	1540	38160	36465	38466	40936	20416	12391	22678	18060	6931	5942	6596	113
32639	39365	41752	41855	45917	11153	7136	43735	11155	4678	4092	10052	1498	38341	36397	38414	41032	20490	12486	22561	18032	6840	6017	6625	102
32699	39265	41951	41616	45922	11185	7099	43791	11183	4517	4097	10003	1536	38249	36738	38181	40972	20399	12355	22778	18054	7058	5897	6564	103
32759	39139	41864	41937	46041	11070	7139	43446	11287	4682	4077	10187	1517	38412	36527	38398	41042	20453	12362	22601	18087	7024	6083	6604	108
32819	39175	41867	42274	46208	11243	7150	43746	11386	4626	4124	10222	1556	38293	36392	38543	40788	20447	12505	22697	18138	7060	6001	6667	110
32879	39514	41870	42051	45906	11155	7111	43664	11345	4551	4080	10278	1504	38329	36361	38684	40933	20628	12449	22852	18086	6883	6039	6622	114
32939	39265	41936	41510	45864	11100	7288	43722	11276	4629	4136	10183	1529	38431	36728	38462	40799	20577	12494	22766	18225	6969	6052	6631	125
32999	39341	41837	41656	45938	11169	7217	43673	11370	4583	4107	10105	1518	38026	36378	38766	41065	20636	12531	22881	18103	6973	6086	6678	127
33059	39284	41648	41960	46063	11148	7266	43817	11443	4603	4047	10244	1568	38328	36291	38484	41242	20558	12365	22827	18136	6990	6101	6639	126
33119	39120	41787	42114	46221	11175	7194	43723	11405	4652	4105	10247	1492	38343	36546	38265	41018	20420	12345	22819	18244	7070	6077	6644	138
33179	39081	42007	42015	46051	11278	7130	44008	11405	4671	4136	10272	1496	38307	36685	38539	40720	20422	12474	22802	18204	6946	6044	6548	132
33239	38974	41875	41708	46003	11086	7306	43781	11334	4617	4064	10237	1523	38122	36521	38242	41106	20605	12607	22929	18186	7014	6070	6620	128
33299	39125	41884	41884	46203	11173	7227	43711	11509	4631	4187	10239	1531	38148	36712	38409	41049	20857	12573	22884	18295	6989	6145	6662	134
33359	39171	41880	42041	46095	11212	7236	43848	11467	4615	4101	10290	1549	38149	36676	38633	41215	20659	12598	22903	18317	7034	6108	6692	157
33419	39161	41862	42027	46097	11246	7177	43899	11429	4726	4200	10276	1496	38340	36659	38326	40981	20852	12561	22969	18379	7083	6176	6750	138
33479	39277	41934	42029	46075	11298	7306	44025	11573	4629	4103	10193	1496	38464	36536	38411	41115	20836	12717	22834	18199	7080	6162	6641	138
33539	39303	41968	42018	45987	11194	7217	43938	11549	4683	4112	10293	1529	38359	36481	38428	40909	20728	12602	23062	18354	7029	6173	6681	174
33599	39159	41965	41877	45924	11148	7211	43877	11531	4716	4058	10301	1515	38161	36588	38336	40850	20805	12635	22938	18253	7049	6122	6683	161
33659	39225	41923	41909	46103	11289	7186	43530	11653	4632	4090	10256	1533	38237	36551	38344	41038	20789	12664	23048	18432	7054	6148	6681	167
33719	38912	41942	41853	45656	11258	7233	43454	11620	4667	4110	10400	1537	38093	36565	38417	41181	20864	12565	22949	18324	7048	6197	6603	165
33779	39433	41851	42150	46106	11213	7247	43727	11609	4647	4158	10277	1525	38267	36729	38397	41205	20750	12567	23153	18405	7096	6120	6725	157
33839	38981	41934	42000	45729	11286	7205	43564	11575	4599	4161	10313	1500	38177	36588	38670	40785	20909	12662	23120	18367	7130	6187	6755	175
33899	39319	41823	41966	46090	11187	7164	43684	11637	4617	4102	10318	1495	38347	36661	38515	40929	20974	12711	23068	18441	7107	6230	6770	182
33959	39406	41622	41835	45821	11206	7262	43808	11668	4695	4152	10342	1536	38443	36611	38576	41086	21067	12537	23178	18428	7140	6265	6746	199
34019	39069	41999	41945	46039	11293	7218	43699	11725	4687	4151	10520	1524	38422	36715	38516	40979	20906	12677	23149	18492	7185	6220	6749	189
34079	39440	42033	41983	45791	11103	7250	43867	11617	4593	4144	10406	1526	38282	36725	38553	40913	20960	12588	23242	18474	7086	6243	6753	185
34139	39203	41716	41783	46108	11172	7279	43670	11730	4628	4155	10417	1519	38326	36779	38547	40993	21197	12760	23334	18586	7129	6287	6616	195
34199	39252	41941	41887	45680	11213	7280	43406	11762	4654	4176	10295	1552	38417	36650	38248	40956	21033	12843	23347	18462	7087	6327	6778	206
34259	39140	42110	41864	45850	11121	7227	43736	11770	4606	4158	10412	1524	38302	36649	38463	40970	21115	12736	23348	18423	7083	6259	6715	213
34319	39315	42063	41995	46235	11160	7210	43725	11880	4692	4149	10485	1522	38454	36730	38651	41115	21041	12737	23443	18539	7087	6315	6760	206
34379	39321	42213	42191	45846	11166	7214	43733	11769	4613	4201	10412	1529	38535	36475	38415	41049	21129	12676	23409	18533	7219	6292	6725	222
34439	38934	41865	41693	45884	11268	7187	43888	11816	4660	4136	10544	1496	38473	36408	38278	41005	21130	12653	23436	18528	7114	6364	6730	226
34499	39321	41869	42290	46114	11262	7271	43730	11923	4634	4176	10426	1528	38173	36464	38498	41010	21167	12852	23282	18658	7208	6333	6819	245
34559	39269	42113	42014	45956	11256	7224	44027	11744	4620	4131	10444	1528	38219	36554	38334	41118	21253	12803	23352	18618	7087	6388	6741	241
34619	39028	42049	42199	46252	11296	7254	43823	11829	4679	4115	10455	1535	38190	36708	38680	41054	21146	12914	23439	18524	7243	6456	6774	222
34679	39212	41804	42025	45826	11223	7296	43755	11904	4666	4105	10499	1489	38382	36592	38689	41199	21155	12734	23501	18631	7192	6351	6805	238
34739	38908	41869	42147	46095	11225	7244	44029	11892	4676	4100	10429	1542	38036	36547	38531	41262	21199	12815	23223	18690	7217	6363	6739	248
34799	39375	41849	41849	46303	11124	7265	43697	11982	4670	4089	10536	1548	38285	36814	38564	41058	21289	12894	23493	18658	7228	6398	6722	247
34859	39173	41978	41946	45953	11248	7279	43693	11894	4674	4224	10585	1566	38431	36750	38474	41136	21382	12675	23492	18755	7168	6513	6846	257
34919	39179	41759	41894	46031	11188	7265	43664	12045	4675	4166	10474	1563	38408	36713	38719	41032	21318	12927	23481	18798	7206	6377	6702	250
34979	39358	41880	41850	45933	11202	7196	43888	11988	4687	4214	10688	1536	38450	36703	38704	41076	21405	12919	23673	18699	7217	6468	6756	270
35039	39415	41916	41719	45802	11212	7230	43994	12023	4658	4158	10485	1537	38236	36543	38384	41195	21239	12869	23439	18916	7168	6558	6727	275
35099	39197	41919	42008	46059	11308	7225	43887	11917	4747	4174	10726	1556	38182	36876	38398	40969	21400	13034	23526	18842	7298	6447	6826	288
35159	39100	41991	41755	46087	11172	7303	43978	11994	4677	4112	10648	1499	38135	36733	38353	41118	21345	12995	23660	18868	7275	6482	6744	296
35219	39226	42074	42304	46269	11215	7288	43703	12083	4679	4198	10697	1547	38345	36572	38517	41519	21422	13000	23868	18866	7229	6498	6857	299
35279	39100	41835	41959	46279	11205	7346	43769	12089	4675	4119	10686	1532	38272	36937	38407	41146	21299	12944	23966	18994	7339	6441	6957	302
35339	39080	41584	41689	46095	11116	7258	43616	11983	4603	4115	10621	1578	38391	36558	38567	41069	21422	12936	23708	18758	7310	6528	6824	310
35399	38966	41735	41567	45838	11274	7204	43868	12109	4688	4087	10727	1552	38331	36529	38549	41183	21450	13024	23625	18800	7274	6485	6759	299
35459	39117	41859	41941	46261	11281	7261	43989	12125	4675	4147	10660	1581	38062	36673	38504	41071	21410	12931	23575	18620	7287	6414	6776	314
35519	39285	41622	41860	46174	11257	7258	43796	12152	4681	4148	10676	1526	38511	36499	38183	40998	21610	12914	23976	18956	7331	6552	6774	329
35579	38958	41878	42171	45900	11160	7325	43861	12248	4668	4107	10800	1549	38439	36754	38630	40985	21341	13070	24064	19071	7334	6479	6861	334
35639	39451	41985	42111	46080	11375	7203	44039	12158	4677	4160	10859	1519	38402	36666	38586	41154	21461	13033	23977	19051	7252	6617	6899	330
35699	39322	41653	41719	46084	11366	7300	43883	12073	4638	4195	10686	1542	38341	36746	38553	40983	21756	13091	23819	19031	7319	6525	6902	342
35759	39343	41849	41803	46144	11283	7242	43874	12320	4615	4154	10643	1555	38272	36591	38529	40926	21423	13211	23719	18973	7378	6551	6788	367
35819	39152	41993	41951	45939	11214	7226	43739	12098	4641	4157	10754	1522	38311	36556	38480	41125	21589	12939	23690	18942	7270	6548	6872	342
35879	39116	42040	41877	45989	11311	7260	43626	12323	4704	4185	10647	1597	38247	36787	38603	41006	21649	13020	23816	18947	7350	6535	6873	364
35939	39373	41657	42003	46147	11190	7284	43757	12251	4633	4115	10761	1571	38192	36853	38465	41289	21534	13179	23934	18951	7363	6604	6817	359
35999	39362	41914	41660	46028	11287	7250	43697	12194	4687	4195	10726	1548	38182	36641	38409	41177	21704	13004	24001	19013	7249	6610	6876	386
36059	39020	41859	41787	46369	11351	7198	43514	12193	4648	4174	10806	1560	38287	36775	38444	41120	21684	13211	23802	19140	7352	6579	6823	392
36119	38918	41824	41972	45971	11275	7220	43765	12307	4668	4102	10761	1554	38180	36812	38433	41038	21744	13045	23984	18936	7328	6594	6845	396
36179	39236	42228	42219	46247	11265	7360	43717	12290	4731	4161	10664	1561	38336	36754	38445	41105	21625	13267	24204	19098	7244	6645	6951	389
36239	39123	41896	41843	46331	11353	7325	43989	12417	4651	4153	10718	1590	38347	36655	38508	41058	21818	13244	24034	18995	7391	6648	6895	377
36299	39218	42004	42296	46125	11389	7255	43670	12504	4607	4156	10811	1539	38103	36593	38508	40957	21799	13228	23993	19175	7378	6682	6888	398
36359	39119	42073	41597	46048	11329	7317	43872	12422	4681	4169	10815	1577	38395	36909	38298	41327	21695	13190	24189	19174	7298	6705	6842	389
36419	38979	41694	42052	45677	11218	7226	43756	12343	4699	4142	10866	1605	38415	36848	38522	40945	21723	13138	24078	19265	7346	6619	6920	414
36479	39221	41613	41939	46208	11298	7297	43781	12389	4709	4182	10761	1553	38142	36783	38348	41085	21807	13249	24137	19068	7343	6665	6855	423
36539	39219	42060	41863	46120	11332	7200	43799	12471	4669	4194	10875	1578	38188	36771	38395	40951	21777	13221	24297	19167	7290	6657	6971	407
36599	39059	42048	41900	46168	11283	7248	43811	12530	4667	4147	10889	1587	38253	36716	38565	40932	21826	13222	24160	19172	7377	6742	6847	414
36659	39218	41946	41902	46004	11211	7237	43857	12426	4672	4191	10748	1538	38349	36593	38658	40989	21851	13214	24294	19246	7374	6679	6916	422
36719	39080	41995	41692	45983	11394	7313	43959	12429	4671	4131	10794	1605	38048	36693	38311	40864	21806	13251	24083	19338	7338	6750	6924	430
36779	39293	42007	42004	46012	11352	7269	44092	12475	4778	4186	10843	1589	38170	36956	38541	41213	21958	13254	24243	19287	7413	6858	6965	432
36839	39359	41902	41858	45926	11306	7233	43775	12399	4625	4223	10882	1571	38280	36656	38639	41304	21843	13199	24263	19228	7411	6775	6947	425
36899	39009	41796	41881	45832	11269	7326	43924	12372	4641	4148	10904	1579	38052	36665	38406	40768	21899	13316	24185	19409	7475	6837	6960	462
36959	39272	42072	41945	46187	11245	7185	43812	12558	4721	4194	10883	1624	38403	36682	38494	41019	22082	13252	24161	19196	7455	6762	6897	451
37019	39177	41773	41830	46127	11251	7340	43862	12470	4678	4217	10945	1586	38383	36850	38309	41026	21980	13459	24467	19256	7447	6748	6934	440
37079	39413	41793	41853	45739	11274	7261	43896	12545	4646	4187	10981	1595	38085	36515	38529	41172	22188	13346	24212	19468	7405	6822	6893	450
37139	39332	41765	41862	46101	11337	7312	44091	12609	4756	4162	10926	1573	38170	36738	38371	41036	21881	13240	24310	19363	7436	6698	6973	446
37199	39063	41971	41885	46017	11277	7289	44115	12600	4647	4217	10761	1549	38190	36984	38525	41093	22160	13308	24236	19444	7420	6803	6948	458
37259	39422	41923	41845	46166	11255	7271	43853	12632	4725	4158	10859	1550	38149	36866	38714	41224	22045	13435	24263	19315	7438	6831	7019	468
37319	39134	42038	41952	46123	11412	7285	43824	12636	4729	4189	10973	1584	38408	36860	38368	41099	22098	13401	24300	19292	7469	6878	6929	479
37379	39378	41912	42097	46045	11254	7367	43775	12578	4753	4201	11071	1575	38497	36937	38461	41021	21974	13468	24677	19516	7486	6865	6939	440
37439	39243	41698	42041	45976	11263	7318	43748	12679	4673	4143	10921	1581	38243	36841	38397	41310	22038	13396	24364	19546	7377	6873	6961	455
